type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
cash_out,5dad348e-57d5-4b78-9cf3-137ef562037b,32496.66,84701.08,52204.42,37037.75,69534.41,India,Kevin Nguyen,Wells Fargo,Standard Chartered,Dennis Adams,2022-08-31,False
transfer,ede99da9-b8b7-4157-b508-32213e4ad5bf,1025.68,64650.21,63624.53,58701.91,59727.59,India,Dr. Christine Lewis,Standard Chartered,Bank of America,Alex Brown,2023-03-26,False
transfer,7255ecaa-4f2e-48fc-b53f-23f67abac1aa,7219.59,17323.88,10104.29,87454.67,94674.26,Germany,Amber Osborne,HSBC,Barclays,Dr. Pamela Dunlap MD,2025-01-03,False
cash_out,34ece149-7351-4ee7-8a32-ce2503871743,17016.15,42485.26,25469.11,43633.42,60649.57,India,Cody Pitts,Standard Chartered,Deutsche Bank,Andrew Hobbs,2023-03-11,False
debit,5ef36539-9c78-440b-bed5-96a699fae100,27751.83,111122.39,83370.56,91987.23,119739.06,Canada,Rebekah Lopez,UBS,Deutsche Bank,Christopher Myers,2021-02-26,False
cash_out,8f57e1d2-db1b-4186-8a0c-6b1147c61d1f,17973.16,109834.54,91861.38,28157.45,46130.61,Germany,Andrew Diaz,HDFC Bank,State Bank of India,Michael Thompson,2020-07-08,False
debit,eaaa94c8-a097-4fe3-831d-b215d7d0dc99,27095.62,122903.57,95807.95,89004.32,116099.94,Canada,Christopher Hall,UBS,Bank of America,Lynn Mueller,2021-07-13,False
debit,a2f29e87-f929-4ef5-a43c-2c856249e0d7,40687.1,53858.57,13171.47,38800.89,79487.99,Singapore,Cynthia Davis,Standard Chartered,Barclays,Kevin Dunn,2020-10-07,False
transfer,432c03e4-6a55-4ea5-bea7-d6398503e3b7,21107.2,98514.44,77407.24,95398.19,116505.39,Germany,Adrienne Torres,HDFC Bank,Deutsche Bank,Oscar Mcclure,2021-03-30,False
debit,e72f3acb-a16c-45eb-874a-abc61e9c4a25,47713.05,119582.67,71869.62,76229.62,123942.67,Germany,Justin Solis,Kotak Mahindra Bank,Deutsche Bank,Heather Lawrence,2024-10-01,False
transfer,df9f9a8d-c181-49b4-9947-a11c07d8aa1a,31127.6,126129.17,95001.57,3120.02,34247.62,India,Joshua Robertson,Wells Fargo,Deutsche Bank,Michael Rodriguez,2024-02-12,False
cash_out,51d8b572-d872-424e-b1e2-782f73e8fcb2,41829.86,69658.96,27829.1,43635.97,85465.83,Singapore,Kimberly Rodriguez,HSBC,Bank of America,Douglas Bauer,2021-12-24,False
cash_out,cabe2348-7d10-457c-b3f4-5487f3bfde5f,16411.05,54696.8,38285.75,57641.38,74052.43,UK,Michael Patrick,UBS,HDFC Bank,Sara Graham,2020-10-31,False
transfer,e463473f-71d3-482c-aa6c-fc9382af45e8,16500.65,45802.3,29301.65,34128.59,50629.24,Singapore,Andrea Tyler,UBS,HDFC Bank,Candice Mcdonald,2024-06-03,False
debit,f22d77cd-cb1c-40f9-bb92-86995a644f94,46573.86,64657.44,18083.58,26596.36,73170.22,Germany,Caitlyn Reynolds,UBS,Deutsche Bank,Kelly Richardson,2020-10-13,False
cash_out,34e55d9c-ca6b-402b-9fe8-c45534fc8696,21685.51,53279.78,31594.27,925.81,22611.32,Singapore,Linda Hardin,HSBC,HDFC Bank,Sarah Francis,2020-06-25,False
transfer,9cffa370-5fd4-46a6-9bd3-1e61c5fc71d6,21637.49,91791.71,70154.22,98825.11,120462.6,Germany,Lucas Blankenship,Wells Fargo,UBS,Deborah Simpson,2024-08-11,False
debit,a1a7499c-fa0b-4303-9048-5bd609874018,43783.63,78303.13,34519.5,7693.7,51477.33,USA,Brittany Thompson,Deutsche Bank,Deutsche Bank,Tina Daniels,2024-01-31,False
transfer,781219fd-9473-4cc5-9c1d-0108fb0187a0,34865.13,74739.86,39874.73,64181.72,99046.85,Singapore,Terry Miller,State Bank of India,Standard Chartered,Scott Barnes,2025-06-06,False
debit,ed20e734-0430-409d-b922-80ac7dfd523d,26478.02,89691.25,63213.23,27909.34,54387.36,India,Jenna Powell,Standard Chartered,State Bank of India,Karen Parker,2021-10-14,False
transfer,839ded45-1924-46e8-bb90-e15ff77b021c,20443.53,110487.7,90044.17,11598.26,32041.79,USA,Barbara Kelly,Wells Fargo,Barclays,Jeff White,2025-04-05,False
debit,3ee9bb38-0994-4df1-958b-43b333c15d26,43413.53,135343.14,91929.61,89532.39,132945.92,Germany,Desiree Brown,Bank of America,State Bank of India,Jason Choi,2024-07-13,False
debit,f9890d55-a09b-4ffa-a133-914fa358e201,31769.58,52689.89,20920.31,94762.86,126532.44,France,Daniel Miller,Chase Bank,Standard Chartered,Barbara Cruz,2023-11-03,False
transfer,a8b14abf-2797-440d-a115-397b077cb8b7,40113.69,97348.14,57234.45,48234.73,88348.42,Singapore,Jessica Ward,State Bank of India,Barclays,Daniel Reese,2020-11-21,False
cash_out,2898a231-ad47-4ae3-9973-76c8faa88320,35361.09,128268.21,92907.12,22793.89,58154.98,France,Kathryn Murray,HSBC,Deutsche Bank,Amy Bennett,2025-03-03,False
cash_out,0a52db4c-c875-475e-8b99-b1ecdcbe82c5,10599.36,19550.55,8951.19,41736.72,52336.08,France,Jacob Banks,UBS,Kotak Mahindra Bank,Victor Mullen,2022-02-08,False
transfer,40c71862-b44a-4d77-b20c-3a3ffee8acf1,38709.81,80493.77,41783.96,41684.23,80394.04,UK,Thomas Lawson,Barclays,Standard Chartered,Maria Sanders,2020-09-28,False
transfer,87c5bee2-4e1c-4997-8ad1-125e55fa2afb,44686.81,117977.86,73291.05,75976.84,120663.65,UK,Eric Davis,ICICI Bank,Wells Fargo,Robert Schneider,2022-10-28,False
transfer,4fc86ae9-181e-4c68-8ff4-a938f59ca4ca,13430.01,72314.18,58884.17,22933.73,36363.74,India,Hector Rhodes,DBS Bank,Bank of America,Greg Barrett,2020-07-01,False
debit,1bf53332-ceb1-4cd3-8e9f-52f7c09d557f,17057.13,58971.86,41914.73,68576.28,85633.41,Germany,Claire Johnson,DBS Bank,DBS Bank,Rachel Mcfarland,2024-02-24,False
transfer,4e2cea5e-b04f-4c8d-a75a-d2420d9eacb7,49359.62,127588.73,78229.11,29504.52,78864.14,India,John Gillespie,HSBC,Standard Chartered,David Archer,2021-06-27,False
debit,9f27bc06-f686-45aa-b73e-2f8f34c93ebf,42403.75,130513.41,88109.66,1181.53,43585.28,Singapore,Dr. Cole Curtis,DBS Bank,Standard Chartered,Jordan Jones,2021-03-31,False
cash_out,c90360db-cc48-4730-b94b-428df3fa0bef,11136.36,44589.46,33453.1,41704.99,52841.35,Canada,Wendy Hobbs,Barclays,Chase Bank,Matthew Miller,2023-08-03,False
cash_out,e95e1741-5e48-48b3-99d6-cf8225b96454,37559.64,39862.3,2302.66,76505.58,114065.22,USA,Jeffery Pacheco,HSBC,UBS,Emily Perez,2021-02-02,False
cash_out,38426347-4ffd-457b-b6b4-131b37658683,48894.9,122859.32,73964.42,89917.85,138812.75,India,Andrew Salazar,Chase Bank,Wells Fargo,Holly Small,2021-10-29,False
transfer,c17bbaa8-b574-4d14-bcbe-b3e323a4dafc,32898.03,38844.29,5946.26,83464.23,116362.26,France,Jessica Peterson,Bank of America,ICICI Bank,Dennis Gibbs,2020-09-07,False
debit,77652f1d-67f0-46f5-88f8-60b03896d177,46607.19,60735.92,14128.73,50060.15,96667.34,India,Katie Mills,HSBC,HDFC Bank,Victoria Castillo,2021-12-31,False
cash_out,59b7de4b-dbbc-4e37-86e0-90313eccd90a,19183.45,57013.06,37829.61,40692.49,59875.94,India,Eric Olsen,HDFC Bank,Kotak Mahindra Bank,Alexander Martin,2021-06-24,False
debit,ea1c3946-4afe-4484-91ca-cd0e03767699,4828.25,9121.46,4293.21,92844.34,97672.59,Singapore,Holly Holmes,Bank of America,Bank of America,Geoffrey Turner,2023-01-03,False
cash_out,9ca3d9d1-c002-47fc-ab0a-97f71578320e,24304.49,103979.11,79674.62,39221.01,63525.5,UK,Daniel Sullivan,HSBC,Wells Fargo,Mrs. Jennifer Johnson MD,2023-03-16,False
transfer,c0ae50f3-7770-414d-a8fd-117975d92768,25793.32,87245.33,61452.01,87220.52,113013.84,Germany,Monique Wilson,HSBC,HDFC Bank,Michael Graves,2021-10-18,False
cash_out,6f75a3b2-d818-4112-8cde-dddbc3f9c78c,40316.49,126331.77,86015.28,89358.25,129674.74,Canada,Lori Boyd,Barclays,Deutsche Bank,David Francis,2023-07-22,False
cash_out,cda243aa-73c7-4da2-9083-5d9705591284,16843.83,72739.51,55895.68,58710.03,75553.86,Canada,Elizabeth Smith,Wells Fargo,HDFC Bank,Steven Bell,2021-04-29,False
cash_out,b0261186-91ed-4c4f-afbc-76638b31c744,27720.75,104413.66,76692.91,13483.38,41204.13,Germany,Maria White,Bank of America,Barclays,Craig Elliott,2023-08-19,False
debit,682ed3be-c589-4cd2-8309-b1173590e2e6,43431.92,139210.75,95778.83,99304.69,142736.61,USA,Erika Nichols,State Bank of India,UBS,Charles Jones,2022-12-22,False
transfer,ffac340b-a8c3-4a5f-b661-00f8ef0f9a44,25877.26,96968.09,71090.83,28015.67,53892.93,India,Mary Patrick,Chase Bank,Bank of America,Tammy Mcdonald,2022-02-21,False
cash_out,2ee66c9c-024f-4c87-9f1a-971bc4b84c3d,18255.08,87887.1,69632.02,39263.59,57518.67,UK,Lindsay Johnson,Deutsche Bank,HDFC Bank,Kimberly Thomas,2022-07-05,False
cash_out,e09fc719-c57f-4f69-84dd-0c31aa35b465,15782.32,37970.4,22188.08,41201.44,56983.76,USA,Elizabeth Moody,DBS Bank,HSBC,Elizabeth Myers,2022-08-22,False
transfer,9c4b13ad-8a0d-4116-9529-e48ca0c53e30,39728.13,57675.7,17947.57,75348.74,115076.87,Singapore,Cassandra Haney,Chase Bank,Standard Chartered,Gail Gilmore,2023-09-08,False
cash_out,01a23e2e-8d5a-4634-a0c0-e91ccc7987d4,25026.38,112584.18,87557.8,46831.5,71857.88,Germany,William Hernandez,DBS Bank,Kotak Mahindra Bank,Cynthia Kennedy,2020-12-08,False
debit,5f574287-0713-432e-989c-a058bdc8872a,25088.44,93212.11,68123.67,19922.75,45011.19,India,Sean Thompson,State Bank of India,Deutsche Bank,Paige Scott,2021-07-30,False
cash_out,28d1bf94-c1ab-42b6-8177-ca6efdc86ead,36577.64,106965.43,70387.79,52050.94,88628.58,UK,Jennifer Eaton,UBS,Standard Chartered,Dennis Alexander,2023-07-18,False
debit,bf468efb-8c18-4a26-b736-5110f15e574e,45598.63,62059.12,16460.49,57745.2,103343.83,Canada,John Campbell,ICICI Bank,Deutsche Bank,Marvin Jordan,2020-11-25,False
debit,7c414020-b2e8-4a25-868b-3e6795795755,16651.06,92145.35,75494.29,87571.54,104222.6,Germany,Lawrence Phillips,UBS,Bank of America,Maria Hughes,2022-12-17,False
cash_out,66c1b339-3217-4b86-934a-46ee4c4711a7,39691.99,95109.11,55417.12,30264.77,69956.76,Canada,Mackenzie Fox,Bank of America,HDFC Bank,Travis Phillips,2023-06-16,False
transfer,1750e42c-cb4e-4e03-9129-b317a38e5b68,12907.05,93351.28,80444.23,55181.09,68088.14,USA,Richard Odom,Barclays,Bank of America,Shannon Hayes,2022-06-21,False
transfer,837efc36-217d-4e20-b2aa-a661f7b649b7,36929.58,116457.12,79527.54,84632.15,121561.73,UK,Lee Mckinney,Barclays,HDFC Bank,Jesus Koch,2020-08-16,False
debit,8211dfed-73be-43cc-830b-ed4fc566a2fa,41756.63,64046.58,22289.95,26470.05,68226.68,Canada,Jason Mathews,Kotak Mahindra Bank,HDFC Bank,Patty Mendez,2025-05-06,False
transfer,13cb97cc-1ff8-4c14-8f80-790b529d6142,31773.55,107211.68,75438.13,29203.69,60977.24,USA,Leslie Garcia,Wells Fargo,Chase Bank,Lynn Watson,2025-01-04,False
transfer,4cea2f3d-b81b-4be9-b182-d2485afe621d,16448.65,50252.31,33803.66,45853.59,62302.24,Singapore,Jack Benson,HDFC Bank,Deutsche Bank,Jesse Cannon,2023-02-01,False
debit,423cad9d-193e-4783-82b3-42541b1f2eb1,29650.94,68534.52,38883.58,70473.56,100124.5,USA,Paul Sheppard,DBS Bank,Bank of America,Aditya Bansal,2024-02-13,True
debit,0848b47e-1aaf-4121-a329-a8933f48b04a,47805.34,66436.79,18631.45,93856.0,141661.34,India,Matthew Peters,Wells Fargo,Standard Chartered,Jeff Parrish,2022-09-19,False
cash_out,b2b73837-408f-4405-93f1-bb1663932296,42714.85,137120.04,94405.19,6064.09,48778.94,Singapore,Cindy Friedman,Kotak Mahindra Bank,Bank of America,Lori Baker,2020-11-17,False
transfer,417c34a9-d28c-4fa6-b15a-717a36d9a61c,34563.45,95445.7,60882.25,45380.12,79943.57,Canada,Jason Schmidt,Deutsche Bank,Kotak Mahindra Bank,Christopher Robertson,2023-06-02,False
transfer,a15c6648-d355-441e-be3f-9b1ec29295fd,36127.51,72773.96,36646.45,65653.7,101781.21,USA,Christian Morgan,DBS Bank,Kotak Mahindra Bank,William Kelly,2023-09-28,False
cash_out,6dabedd3-e1de-4299-80bd-f93969721c75,40033.94,85529.19,45495.25,71910.72,111944.66,France,Felicia Terry,Wells Fargo,Bank of America,Dylan Young,2025-03-28,False
cash_out,db79274d-b22b-498a-8329-b2e196d8e315,4177.54,38094.4,33916.86,73162.65,77340.19,Germany,Robert Lloyd,State Bank of India,Wells Fargo,Jacqueline Horton,2021-09-17,False
cash_out,1a8127cd-7a73-414c-8a1e-7f4557e158b3,47434.05,146238.38,98804.33,58544.49,105978.54,France,Richard Graham,Standard Chartered,Standard Chartered,Andre Alvarado,2020-10-16,False
cash_out,de392bae-66da-4a2b-8779-39d532ecc924,20479.32,108380.46,87901.14,56645.98,77125.3,Canada,Sharon Bryant,State Bank of India,Deutsche Bank,Cheryl Shelton,2023-02-21,False
transfer,97a69c7a-7e81-4543-a0f1-a4f05ce1b6aa,6636.98,54920.47,48283.49,95141.48,101778.46,Canada,Michael Christian,Standard Chartered,Bank of America,Kristina Johnson,2025-06-07,False
transfer,a754756e-5148-473f-9185-708dd37bf8e7,7153.75,33634.52,26480.77,19836.75,26990.5,Germany,Paul Donaldson,Barclays,Deutsche Bank,Susan Hale MD,2021-04-09,False
debit,0c10b8e6-33b8-4475-84cf-1e4f0a689c7c,2573.13,5401.26,2828.13,85027.28,87600.41,Canada,Juan Rodriguez,Chase Bank,Deutsche Bank,Randy Carroll,2021-06-17,False
cash_out,12c7cab0-bf97-4d86-a393-f6b07e075506,4812.79,98624.76,93811.97,59362.04,64174.83,India,Carol Velez,Chase Bank,Standard Chartered,Gregory Martinez,2025-05-24,False
transfer,a0110476-3313-4b97-8d04-acac189f2996,11532.22,14540.01,3007.79,51395.19,62927.41,Canada,Meredith Rose,Deutsche Bank,Kotak Mahindra Bank,Michael Hanson,2022-11-03,False
transfer,8c6e9bdd-bc5a-4867-a32f-0d4f646573f1,9491.56,83791.83,74300.27,45010.68,54502.24,USA,Mark Johnson,Wells Fargo,State Bank of India,Kiara Young,2024-09-28,False
transfer,4cfbf36d-1540-45a6-9290-31a56a0608b1,21229.68,80268.72,59039.04,74549.19,95778.87,India,Ashley Moreno,Wells Fargo,Chase Bank,Rachel Byrd,2020-06-20,False
debit,26f286b3-e890-4652-8c5e-a4dfccfc5270,35278.82,55771.98,20493.16,6437.82,41716.64,Canada,David Smith,Deutsche Bank,HDFC Bank,Mrs. Sherry Pittman,2025-01-29,False
debit,ee6c4b62-5902-4702-b8ab-ab3dd0c13812,19788.92,109902.62,90113.7,70232.38,90021.3,India,Maria Vasquez,Bank of America,Wells Fargo,Jeffery Pham,2021-08-15,False
transfer,11206312-ff26-488f-8fe9-350c2351b354,13254.72,96377.54,83122.82,2551.13,15805.85,UK,Alicia Shaw,HSBC,DBS Bank,Danielle Diaz,2023-03-23,False
cash_out,ba06a887-57f4-4654-bf04-629ab8762379,45301.42,119083.55,73782.13,816.04,46117.46,UK,Teresa Ramirez,Kotak Mahindra Bank,DBS Bank,Katrina Miller,2023-09-23,False
cash_out,35400ed9-d8d4-42a1-97da-ab53e85c1ac4,6142.29,100586.96,94444.67,23989.12,30131.41,Germany,Lauren Hall,Kotak Mahindra Bank,Wells Fargo,Kristina Hayes,2025-06-07,False
cash_out,f28f55df-fcdd-480f-8ff6-5d5c330704f8,18316.82,90013.89,71697.07,77884.17,96200.99,USA,James Hoover,Kotak Mahindra Bank,HSBC,Jeffery Paul,2023-11-18,False
cash_out,f298bb75-2c1c-4380-a667-791f454de458,24303.46,72746.51,48443.05,15053.46,39356.92,France,Mary Miller,State Bank of India,Barclays,Dawn Clarke,2020-10-09,False
cash_out,0324ff07-b41b-4ace-b4d6-8a851d3c1b40,29383.2,75782.46,46399.26,60419.81,89803.01,Canada,Michael Beard,HSBC,Barclays,Claudia Valenzuela,2023-12-03,False
debit,294c69e3-1860-4c63-aa3c-bc82afeb6c7a,789.17,40196.76,39407.59,31763.68,32552.85,India,Sean Nixon,Wells Fargo,Barclays,Carolyn Marsh,2025-02-26,False
transfer,7d2e14e4-796e-41be-9206-a7abfd70c202,40189.35,71795.96,31606.61,95061.82,135251.17,Singapore,Cynthia Webb,Bank of America,DBS Bank,Jason Tran,2020-11-02,False
cash_out,007f2b61-708d-42f3-840b-27277309f5b1,42292.36,79105.61,36813.25,24075.51,66367.87,France,Kayla Mcdowell,Barclays,Wells Fargo,Matthew Smith,2020-06-19,False
cash_out,4c6bc004-3924-43dd-865e-97e07da38f7c,4634.96,26958.07,22323.11,24592.9,29227.86,UK,Robert Parrish,ICICI Bank,Wells Fargo,Nicole Kent,2021-12-23,False
transfer,4d51b2d0-dca1-40a1-b6fd-e05cdff6188c,6605.27,10049.63,3444.36,24937.18,31542.45,India,Kevin Ali,Wells Fargo,UBS,Daniel Wade,2024-11-29,False
transfer,e4a43e31-a529-498e-8361-b3b719959bdc,2057.93,48294.89,46236.96,3399.38,5457.31,Singapore,Jennifer Montgomery,Wells Fargo,Barclays,Courtney Williams,2021-03-01,False
transfer,33fcabd5-9071-4722-94e2-2dbed1c6174a,34611.36,112426.89,77815.53,89229.63,123840.99,USA,Ashley Brady,HSBC,HSBC,Madison Thompson,2022-09-01,False
cash_out,ab4bff86-fcda-4a61-85ce-56ef660aed23,11873.53,86230.45,74356.92,26166.14,38039.67,France,Jennifer Bruce,State Bank of India,Standard Chartered,Jay Daniels,2023-08-03,False
transfer,336b3e93-70a3-471a-b81d-d9eaae47b81c,43709.72,67458.48,23748.76,36942.6,80652.32,India,Ruth Franklin,Wells Fargo,Bank of America,Courtney Ward,2024-02-28,False
transfer,ee1a7dcd-3be6-4049-96fe-51c28a77a760,35181.65,42496.61,7314.96,14320.12,49501.77,Germany,Gregory Conrad,Deutsche Bank,Chase Bank,Jessica Davis,2020-09-18,False
debit,f7b19830-a488-4a88-a212-3caf24584e79,49660.02,114560.96,64900.94,6028.46,55688.48,Germany,Angela Gordon,Wells Fargo,DBS Bank,Nicole Harmon,2024-04-26,False
transfer,96d0201f-f7a3-4acb-a6b6-b3987003d982,20266.1,113598.16,93332.06,88946.22,109212.32,Canada,Matthew Chen,Standard Chartered,Chase Bank,Teresa Foster,2021-03-06,False
transfer,9db59d84-83b7-477c-980f-0b44c8debaa2,24832.36,117785.35,92952.99,70846.61,95678.97,Canada,Kimberly Wang,DBS Bank,Barclays,Samantha Jordan,2022-09-06,False
transfer,829b6624-2815-4e54-8f24-7b8fffecb860,2089.4,48864.05,46774.65,10829.62,12919.02,UK,Sandy Hamilton,UBS,Barclays,Nathan Wilson,2022-11-02,False
transfer,cbc3b116-0499-4ee2-a649-e64150c6f69a,27250.98,61506.37,34255.39,13392.98,40643.96,France,Courtney Bennett,ICICI Bank,Kotak Mahindra Bank,Deborah Logan,2023-03-29,False
cash_out,89a50218-b134-46ae-b710-98de8dfcfd54,48114.13,93501.44,45387.31,83259.96,131374.09,Germany,Jennifer Dennis,Standard Chartered,Wells Fargo,Aaron Perez,2021-02-28,False
transfer,c3a505ae-71b7-43a9-b7ba-3a888d1042e2,24995.14,113958.36,88963.22,99967.56,124962.7,UK,Nicole Wright,Kotak Mahindra Bank,Wells Fargo,Dakota Walton,2022-03-16,False
debit,4d831863-b33c-46ca-aa04-d16e05f3b33b,21677.74,29710.52,8032.78,83171.29,104849.03,Germany,Lori Miller,DBS Bank,Chase Bank,Sarah Rich,2020-12-29,False
cash_out,c7d8ef70-a60d-4a8c-bde3-d71edf01113d,8018.01,82212.66,74194.65,94171.51,102189.52,Singapore,Carolyn Hayes,Deutsche Bank,Wells Fargo,Sarah Wilson,2023-11-01,False
debit,b3292925-b107-494e-a932-5ae19c7060da,39478.27,40371.26,892.99,4199.34,43677.61,Singapore,Erin Miller,HSBC,Standard Chartered,Christopher Powers,2021-05-20,False
cash_out,5302e6e2-387b-4cda-b133-0766d11ce313,36322.98,66602.98,30280.0,81313.25,117636.23,France,Patrick Reyes,Standard Chartered,Chase Bank,Madison Pierce,2022-08-24,False
transfer,443478ab-428a-4ce3-8117-8f0c4b889f50,15916.53,65596.65,49680.12,82879.45,98795.98,India,Michael Harrison,HDFC Bank,UBS,Ashley King,2023-05-28,False
cash_out,90b378d6-b5b5-493b-b2b5-4dfb483649b3,28629.31,81304.54,52675.23,40285.22,68914.53,UK,Angela Marshall,HSBC,Wells Fargo,Elaine Bond,2024-03-04,False
debit,3192dca1-eff7-489c-ae22-3478c81e6cdc,36715.61,56370.72,19655.11,1447.7,38163.31,Singapore,Danielle Hernandez,Kotak Mahindra Bank,Standard Chartered,Jessica King,2024-09-27,False
debit,ffb377bc-9078-4212-8983-fd671075ac32,18917.67,116613.41,97695.74,38749.92,57667.59,France,Lauren Leblanc,HDFC Bank,HSBC,Michael Wilkerson,2020-08-09,False
cash_out,2c494d72-01b6-4061-bef3-61b51c46027e,9641.55,33195.38,23553.83,18270.03,27911.58,India,Robert Bell,Deutsche Bank,UBS,Benjamin Moore MD,2022-01-18,False
cash_out,ce525868-dee5-46ba-9eb3-6e6509b3f968,20581.83,30556.38,9974.55,71985.46,92567.29,Canada,Daniel Summers,State Bank of India,State Bank of India,Helen Roberts,2021-12-30,False
cash_out,3b6df249-5de6-4589-9440-6016685af429,49267.15,122936.98,73669.83,83990.43,133257.58,India,Latoya Herrera,HSBC,Kotak Mahindra Bank,Donna Lopez,2021-01-25,False
debit,7e8f3bc3-e8a6-4000-980c-d7c4d9300ed9,18269.71,18746.66,476.95,2980.36,21250.07,Germany,Stephanie Ibarra,Standard Chartered,HSBC,Katherine Thompson,2023-05-04,False
cash_out,71b1aa0e-7a25-467e-8761-dfffea7d4823,24823.71,95321.5,70497.79,55469.04,80292.75,Canada,Aimee Pollard,UBS,ICICI Bank,Cynthia Johnson,2025-01-19,False
debit,fd0582df-d940-4141-bb2b-b1761cf5991d,29502.29,78885.36,49383.07,40438.21,69940.5,UK,Samuel Williams,Wells Fargo,DBS Bank,Meghan Chan,2021-09-10,False
cash_out,2689181f-283b-468c-b00d-0b3067e52d31,47702.7,107588.72,59886.02,9226.57,56929.27,France,Laura Le,UBS,State Bank of India,Norma Banks,2025-01-09,False
debit,1fa8ad6e-4ded-4e48-ac4b-273b6009bfce,2747.17,44188.97,41441.8,6532.91,9280.08,USA,Brian Davis,Wells Fargo,ICICI Bank,Brenda Mcgee,2022-11-17,False
debit,45f97eab-b43c-4be2-a3fc-722194fe41ec,21870.93,92075.71,70204.78,6693.85,28564.78,India,Jason Griffin,UBS,Bank of America,Lisa Wright,2023-08-25,False
transfer,616e2119-b21d-4fc0-810d-dde893375d22,44936.32,96869.94,51933.62,1117.04,46053.36,India,Daniel Shaw,Deutsche Bank,Standard Chartered,John Anderson,2021-07-09,False
cash_out,25db68b2-0c9e-4d69-afb8-84a3e8b3294f,2262.7,27282.95,25020.25,90677.44,92940.14,Canada,Diane Huynh,Deutsche Bank,DBS Bank,Catherine Farley,2025-04-27,False
transfer,b8393012-ced2-4a74-9361-be6ba248c28d,4492.59,59210.21,54717.62,58345.74,62838.33,UK,Samuel Jones DDS,ICICI Bank,ICICI Bank,Walter Guzman,2022-03-28,False
transfer,4e93b20c-0f45-4ecd-9ee9-6b723ea859c0,44605.47,82506.65,37901.18,43324.56,87930.03,UK,Jean Rodriguez,Kotak Mahindra Bank,HDFC Bank,Stacie Lee,2020-11-10,False
cash_out,9449e407-98d6-4f63-8323-8707191ae872,11884.42,76207.82,64323.4,93959.84,105844.26,USA,Kevin Ward,Bank of America,Barclays,Sarah White,2021-04-12,False
debit,2b4c7062-0a52-4b21-b41f-33dbe2825431,1292.59,85227.56,83934.97,73242.45,74535.04,USA,Laura Pennington,Wells Fargo,Kotak Mahindra Bank,Cory Sanchez,2022-08-01,False
cash_out,c6017f8c-f5de-4c97-8623-db71ddb2277b,26291.24,59424.72,33133.48,46660.52,72951.76,UK,Tiffany Petersen,Chase Bank,Deutsche Bank,Jordan Hicks,2021-03-16,False
debit,53dfab2c-8311-445e-a145-b7eb230499d5,3048.86,69585.89,66537.03,12645.6,15694.46,India,Melinda Rowe,State Bank of India,Barclays,Jamie Armstrong,2021-10-19,False
transfer,45a8bb64-9381-4ed2-9562-b4c3d7d448b0,8522.31,33432.95,24910.64,7516.07,16038.38,Germany,Troy Page,ICICI Bank,HDFC Bank,William Johnson,2024-01-15,False
debit,a9143f18-6f87-44d6-a977-6d3ffa836458,31720.02,78544.65,46824.63,26396.84,58116.86,India,Lori Perez,Bank of America,Deutsche Bank,Ryan Parker,2021-10-16,False
cash_out,0d5232ae-5f2b-40e4-b4f1-e69ba94f516d,42312.04,60633.24,18321.2,6260.36,48572.4,Canada,Zachary Taylor,DBS Bank,Wells Fargo,Hannah Miller,2023-08-19,False
debit,7344dde3-7509-475c-8074-5fec93ba75e3,31978.16,48142.31,16164.15,38095.46,70073.62,USA,Stacy Wilson,Chase Bank,Kotak Mahindra Bank,Ray Stewart,2024-08-14,False
transfer,d99a89a5-b77a-4220-a4bd-66284a10fdc1,7663.81,67592.25,59928.44,76381.44,84045.25,UK,Cindy Keller,Barclays,Barclays,Michelle Bowen,2023-02-20,False
debit,2c187383-a36d-4330-b32a-b3d4b81fa85e,9707.07,35499.37,25792.3,25237.85,34944.92,Singapore,Christina Myers,Deutsche Bank,Standard Chartered,Kelly Johnson,2022-06-20,False
transfer,b6d64ad9-3ad1-4923-b83c-da68cc08c093,20474.35,53905.4,33431.05,71380.17,91854.52,India,Christina Torres,Bank of America,State Bank of India,Lauren Hernandez MD,2021-11-26,False
cash_out,7247ac8a-7084-4acc-bf66-992166da686e,4191.89,72531.52,68339.63,59523.49,63715.38,India,Johnny Figueroa,Barclays,Deutsche Bank,Casey Velasquez,2025-06-04,False
cash_out,683d3606-6d92-4457-a9d5-2c21be30dff1,20947.93,58649.3,37701.37,35075.88,56023.81,UK,Andre Lawson,State Bank of India,Chase Bank,Terri Murillo,2024-12-20,False
debit,16d67b54-f6dd-4315-9015-fc0d020a5783,15885.53,44071.45,28185.92,35524.14,51409.67,Canada,Brandi Yang,DBS Bank,Kotak Mahindra Bank,Katherine Clark,2022-09-25,False
cash_out,8e58b6c3-bd67-4b6a-ac2e-97b20c003f75,27024.97,46575.17,19550.2,97616.2,124641.17,UK,Nicole Sims,HSBC,Bank of America,Brandon Hall,2021-02-25,False
debit,391a1488-992a-4a0b-946f-c668622010bd,30702.33,69716.68,39014.35,10365.63,41067.96,USA,Tristan Chan,Standard Chartered,Bank of America,Carol Donovan,2021-06-03,False
debit,2f10b1cb-bb54-47f4-8c5b-6bf4309bcc9a,18998.36,70884.95,51886.59,27506.46,46504.82,Canada,Lauren Bowen,UBS,Kotak Mahindra Bank,Cheryl Stevens,2022-02-22,False
